model,kb_data,object_name,object_description,part,line,code,message,expression,source_line
BTV4Core3,C:\1 - MODELOS\V4\BTV4Core3\kb.data,BTERAACES,API de Programación - Errores de contabilidad en español,ProcedureSource,3,90001,Ya existe el registro,case &errorCode = 90001 / &errorString = 'Ya existe el registro',&errorString = 'Ya existe el registro'
BTV4Core3,C:\1 - MODELOS\V4\BTV4Core3\kb.data,BTERAACES,API de Programación - Errores de contabilidad en español,ProcedureSource,5,90002,No existe el registro,case &errorCode = 90002 / &errorString = 'No existe el registro',&errorString = 'No existe el registro'
BTV4Core3,C:\1 - MODELOS\V4\BTV4Core3\kb.data,BTERAACES,API de Programación - Errores de contabilidad en español,ProcedureSource,7,90003,Debe ingresar un título válido,case &errorCode = 90003 / &errorString = 'Debe ingresar un título válido',&errorString = 'Debe ingresar un título válido'
BTV4Core3,C:\1 - MODELOS\V4\BTV4Core3\kb.data,BTERAACES,API de Programación - Errores de contabilidad en español,ProcedureSource,9,90004,Debe ingresar un capítulo válido,case &errorCode = 90004 / &errorString = 'Debe ingresar un capítulo válido',&errorString = 'Debe ingresar un capítulo válido'
BTV4Core3,C:\1 - MODELOS\V4\BTV4Core3\kb.data,BTERAACES,API de Programación - Errores de contabilidad en español,ProcedureSource,11,90005,Debe ingresar un dígito de plazo válido,case &errorCode = 90005 / &errorString = 'Debe ingresar un dígito de plazo válido',&errorString = 'Debe ingresar un dígito de plazo válido'
BTV4Core3,C:\1 - MODELOS\V4\BTV4Core3\kb.data,BTERAACES,API de Programación - Errores de contabilidad en español,ProcedureSource,13,90006,Debe ingresar un grupo de cuentas válido,case &errorCode = 90006 / &errorString = 'Debe ingresar un grupo de cuentas válido',&errorString = 'Debe ingresar un grupo de cuentas válido'
BTV4Core3,C:\1 - MODELOS\V4\BTV4Core3\kb.data,BTERAACES,API de Programación - Errores de contabilidad en español,ProcedureSource,15,90007,Debe ingresar una descripción,case &errorCode = 90007 / &errorString = 'Debe ingresar una descripción',&errorString = 'Debe ingresar una descripción'
BTV4Core3,C:\1 - MODELOS\V4\BTV4Core3\kb.data,BTERAACES,API de Programación - Errores de contabilidad en español,ProcedureSource,17,90008,Debe ingresar un código de relación válido,case &errorCode = 90008 / &errorString = 'Debe ingresar un código de relación válido',&errorString = 'Debe ingresar un código de relación válido'
BTV4Core3,C:\1 - MODELOS\V4\BTV4Core3\kb.data,BTERAACES,API de Programación - Errores de contabilidad en español,ProcedureSource,19,90009,Debe ingresar un nombre,case &errorCode = 90009 / &errorString = 'Debe ingresar un nombre',&errorString = 'Debe ingresar un nombre'
BTV4Core3,C:\1 - MODELOS\V4\BTV4Core3\kb.data,BTERAACES,API de Programación - Errores de contabilidad en español,ProcedureSource,21,90010,Debe ingresar un valor válido,case &errorCode = 90010 / &errorString = 'Debe ingresar un valor válido',&errorString = 'Debe ingresar un valor válido'
BTV4Core3,C:\1 - MODELOS\V4\BTV4Core3\kb.data,BTERAACES,API de Programación - Errores de contabilidad en español,ProcedureSource,23,90011,El código no puede superar los 3 dígitos durante la convivencia,case &errorCode = 90011 / &errorString = 'El código no puede superar los 3 dígitos durante la convivencia',&errorString = 'El código no puede superar los 3 dígitos durante la convivencia'
BTV4Core3,C:\1 - MODELOS\V4\BTV4Core3\kb.data,BTERAACES,API de Programación - Errores de contabilidad en español,ProcedureSource,25,90012,No se puede eliminar el registro porque hace referencia al plan de cuentas,case &errorCode = 90012 / &errorString = 'No se puede eliminar el registro porque hace referencia al plan de cuentas',&errorString = 'No se puede eliminar el registro porque hace referencia al plan de cuentas'
BTV4Core3,C:\1 - MODELOS\V4\BTV4Core3\kb.data,BTERAACES,API de Programación - Errores de contabilidad en español,ProcedureSource,27,90013,No se puede eliminar el registro porque está relacionado con un código contable,case &errorCode = 90013 / &errorString = 'No se puede eliminar el registro porque está relacionado con un código contable',&errorString = 'No se puede eliminar el registro porque está relacionado con un código contable'
BTV4Core3,C:\1 - MODELOS\V4\BTV4Core3\kb.data,BTERAACES,API de Programación - Errores de contabilidad en español,ProcedureSource,29,90014,Debe ingresar días hasta del plazo,case &errorCode = 90014 / &errorString = 'Debe ingresar días hasta del plazo',&errorString = 'Debe ingresar días hasta del plazo'
BTV4Core3,C:\1 - MODELOS\V4\BTV4Core3\kb.data,BTERAACES,API de Programación - Errores de contabilidad en español,ProcedureSource,31,90015,Debe ingresar una descripción,case &errorCode = 90015 / &errorString = 'Debe ingresar una descripción',&errorString = 'Debe ingresar una descripción'
BTV4Core3,C:\1 - MODELOS\V4\BTV4Core3\kb.data,BTERAACES,API de Programación - Errores de contabilidad en español,ProcedureSource,33,90016,Debe ingresar un código de relación de rubro,case &errorCode = 90016 / &errorString = 'Debe ingresar un código de relación de rubro',&errorString = 'Debe ingresar un código de relación de rubro'
BTV4Core3,C:\1 - MODELOS\V4\BTV4Core3\kb.data,BTERAACES,API de Programación - Errores de contabilidad en español,ProcedureSource,35,90017,El código de relación de rubros debe ser mayor a 500,case &errorCode = 90017 / &errorString = 'El código de relación de rubros debe ser mayor a 500',&errorString = 'El código de relación de rubros debe ser mayor a 500'
BTV4Core3,C:\1 - MODELOS\V4\BTV4Core3\kb.data,BTERAACES,API de Programación - Errores de contabilidad en español,ProcedureSource,37,90018,El código de relación de rubros no existe,case &errorCode = 90018 / &errorString = 'El código de relación de rubros no existe',&errorString = 'El código de relación de rubros no existe'
BTV4Core3,C:\1 - MODELOS\V4\BTV4Core3\kb.data,BTERAACES,API de Programación - Errores de contabilidad en español,ProcedureSource,39,90019,No se puede eliminar el registro porque hace referencia a la tabla FSD010,case &errorCode = 90019 / &errorString = 'No se puede eliminar el registro porque hace referencia a la tabla FSD010',&errorString = 'No se puede eliminar el registro porque hace referencia a la tabla FSD010'
BTV4Core3,C:\1 - MODELOS\V4\BTV4Core3\kb.data,BTERAACES,API de Programación - Errores de contabilidad en español,ProcedureSource,41,90020,No se puede eliminar el registro porque hace referencia a la tabla FSD011,case &errorCode = 90020 / &errorString = 'No se puede eliminar el registro porque hace referencia a la tabla FSD011',&errorString = 'No se puede eliminar el registro porque hace referencia a la tabla FSD011'
BTV4Core3,C:\1 - MODELOS\V4\BTV4Core3\kb.data,BTERAACES,API de Programación - Errores de contabilidad en español,ProcedureSource,43,90021,Debe ingresar un código válido comprendido entre 1 y 999,case &errorCode = 90021 / &errorString = 'Debe ingresar un código válido comprendido entre 1 y 999',&errorString = 'Debe ingresar un código válido comprendido entre 1 y 999'
BTV4Core3,C:\1 - MODELOS\V4\BTV4Core3\kb.data,BTERAACES,API de Programación - Errores de contabilidad en español,ProcedureSource,45,90022,No se puede eliminar el registro porque hace referencia a la tabla FSD008,case &errorCode = 90022 / &errorString = 'No se puede eliminar el registro porque hace referencia a la tabla FSD008',&errorString = 'No se puede eliminar el registro porque hace referencia a la tabla FSD008'
BTV4Core3,C:\1 - MODELOS\V4\BTV4Core3\kb.data,BTERAACES,API de Programación - Errores de contabilidad en español,ProcedureSource,47,90023,No se puede eliminar el registro porque hace referencia a la tabla FSD004,case &errorCode = 90023 / &errorString = 'No se puede eliminar el registro porque hace referencia a la tabla FSD004',&errorString = 'No se puede eliminar el registro porque hace referencia a la tabla FSD004'
BTV4Core3,C:\1 - MODELOS\V4\BTV4Core3\kb.data,BTERAACES,API de Programación - Errores de contabilidad en español,ProcedureSource,49,90024,No se puede eliminar el registro porque hace referencia a la tabla ICT003,case &errorCode = 90024 / &errorString = 'No se puede eliminar el registro porque hace referencia a la tabla ICT003',&errorString = 'No se puede eliminar el registro porque hace referencia a la tabla ICT003'
BTV4Core3,C:\1 - MODELOS\V4\BTV4Core3\kb.data,BTERAACES,API de Programación - Errores de contabilidad en español,ProcedureSource,51,90025,Debe ingresar un código contable válido,case &errorCode = 90025 / &errorString = 'Debe ingresar un código contable válido',&errorString = 'Debe ingresar un código contable válido'
BTV4Core3,C:\1 - MODELOS\V4\BTV4Core3\kb.data,BTERAACES,API de Programación - Errores de contabilidad en español,ProcedureSource,53,90026,El primer módulo asociado al rubro no existe,case &errorCode = 90026 / &errorString = 'El primer módulo asociado al rubro no existe',&errorString = 'El primer módulo asociado al rubro no existe'
BTV4Core3,C:\1 - MODELOS\V4\BTV4Core3\kb.data,BTERAACES,API de Programación - Errores de contabilidad en español,ProcedureSource,55,90027,El módulo contable asociado al rubro no existe,case &errorCode = 90027 / &errorString = 'El módulo contable asociado al rubro no existe',&errorString = 'El módulo contable asociado al rubro no existe'
BTV4Core3,C:\1 - MODELOS\V4\BTV4Core3\kb.data,BTERAACES,API de Programación - Errores de contabilidad en español,ProcedureSource,57,90028,El tipo de operación asociado al rubro no existe,case &errorCode = 90028 / &errorString = 'El tipo de operación asociado al rubro no existe',&errorString = 'El tipo de operación asociado al rubro no existe'
BTV4Core3,C:\1 - MODELOS\V4\BTV4Core3\kb.data,BTERAACES,API de Programación - Errores de contabilidad en español,ProcedureSource,59,90029,Debe ingresar un tipo de código contable válido,case &errorCode = 90029 / &errorString = 'Debe ingresar un tipo de código contable válido',&errorString = 'Debe ingresar un tipo de código contable válido'
BTV4Core3,C:\1 - MODELOS\V4\BTV4Core3\kb.data,BTERAACES,API de Programación - Errores de contabilidad en español,ProcedureSource,61,90030,El tipo de código contable no existe,case &errorCode = 90030 / &errorString = 'El tipo de código contable no existe',&errorString = 'El tipo de código contable no existe'
BTV4Core3,C:\1 - MODELOS\V4\BTV4Core3\kb.data,BTERAACES,API de Programación - Errores de contabilidad en español,ProcedureSource,63,90031,El código contable no existe,case &errorCode = 90031 / &errorString = 'El código contable no existe',&errorString = 'El código contable no existe'
BTV4Core3,C:\1 - MODELOS\V4\BTV4Core3\kb.data,BTERAACES,API de Programación - Errores de contabilidad en español,ProcedureSource,65,90032,La descripción no puede superar los 40 caracteres,case &errorCode = 90032 / &errorString = 'La descripción no puede superar los 40 caracteres',&errorString = 'La descripción no puede superar los 40 caracteres'
BTV4Core3,C:\1 - MODELOS\V4\BTV4Core3\kb.data,BTERAACES,API de Programación - Errores de contabilidad en español,ProcedureSource,67,90033,Debe ingresar el código de módulo de transacciones,case &errorCode = 90033 / &errorString = 'Debe ingresar el código de módulo de transacciones',&errorString = 'Debe ingresar el código de módulo de transacciones'
BTV4Core3,C:\1 - MODELOS\V4\BTV4Core3\kb.data,BTERAACES,API de Programación - Errores de contabilidad en español,ProcedureSource,69,90034,No existe el código de módulo de transacciones ingresado,case &errorCode = 90034 / &errorString = 'No existe el código de módulo de transacciones ingresado',&errorString = 'No existe el código de módulo de transacciones ingresado'
BTV4Core3,C:\1 - MODELOS\V4\BTV4Core3\kb.data,BTERAACES,API de Programación - Errores de contabilidad en español,ProcedureSource,71,90035,Debe ingresar el código de transacción,case &errorCode = 90035 / &errorString = 'Debe ingresar el código de transacción',&errorString = 'Debe ingresar el código de transacción'
BTV4Core3,C:\1 - MODELOS\V4\BTV4Core3\kb.data,BTERAACES,API de Programación - Errores de contabilidad en español,ProcedureSource,73,90036,La descripción no puede superar los 50 caracteres,case &errorCode = 90036 / &errorString = 'La descripción no puede superar los 50 caracteres',&errorString = 'La descripción no puede superar los 50 caracteres'
BTV4Core3,C:\1 - MODELOS\V4\BTV4Core3\kb.data,BTERAACES,API de Programación - Errores de contabilidad en español,ProcedureSource,75,90037,Debe ingresar el tipo de transacción,case &errorCode = 90037 / &errorString = 'Debe ingresar el tipo de transacción',&errorString = 'Debe ingresar el tipo de transacción'
BTV4Core3,C:\1 - MODELOS\V4\BTV4Core3\kb.data,BTERAACES,API de Programación - Errores de contabilidad en español,ProcedureSource,77,90038,No se puede eliminar el registro porque esta relacionado a transacciones,case &errorCode = 90038 / &errorString = 'No se puede eliminar el registro porque esta relacionado a transacciones',&errorString = 'No se puede eliminar el registro porque esta relacionado a transacciones'
BTV4Core3,C:\1 - MODELOS\V4\BTV4Core3\kb.data,BTERAACES,API de Programación - Errores de contabilidad en español,ProcedureSource,79,90039,El módulo ingresado no participa en el transaccional,case &errorCode = 90039 / &errorString = 'El módulo ingresado no participa en el transaccional',&errorString = 'El módulo ingresado no participa en el transaccional'
BTV4Core3,C:\1 - MODELOS\V4\BTV4Core3\kb.data,BTERAACES,API de Programación - Errores de contabilidad en español,ProcedureSource,81,90040,No existe el módulo que se quiere agregar,case &errorCode = 90040 / &errorString = 'No existe el módulo que se quiere agregar',&errorString = 'No existe el módulo que se quiere agregar'
BTV4Core3,C:\1 - MODELOS\V4\BTV4Core3\kb.data,BTERAACES,API de Programación - Errores de contabilidad en español,ProcedureSource,83,90041,El tipo de transacción ingresado no existe,case &errorCode = 90041 / &errorString = 'El tipo de transacción ingresado no existe',&errorString = 'El tipo de transacción ingresado no existe'
BTV4Core3,C:\1 - MODELOS\V4\BTV4Core3\kb.data,BTERAACES,API de Programación - Errores de contabilidad en español,ProcedureSource,85,90042,Ya existe la transacción en la versión anterior,case &errorCode = 90042 / &errorString = 'Ya existe la transacción en la versión anterior',&errorString = 'Ya existe la transacción en la versión anterior'
BTV4Core3,C:\1 - MODELOS\V4\BTV4Core3\kb.data,BTERAACES,API de Programación - Errores de contabilidad en español,ProcedureSource,87,90043,Debe ingresar una fecha de cierre de fin de mes,case &errorCode = 90043 / &errorString = 'Debe ingresar una fecha de cierre de fin de mes',&errorString = 'Debe ingresar una fecha de cierre de fin de mes'
BTV4Core3,C:\1 - MODELOS\V4\BTV4Core3\kb.data,BTERAACES,API de Programación - Errores de contabilidad en español,ProcedureSource,89,90044,Debe ingresar una fecha de balance,case &errorCode = 90044 / &errorString = 'Debe ingresar una fecha de balance',&errorString = 'Debe ingresar una fecha de balance'
BTV4Core3,C:\1 - MODELOS\V4\BTV4Core3\kb.data,BTERAACES,API de Programación - Errores de contabilidad en español,ProcedureSource,91,90045,Debe ingresar un código de sector,case &errorCode = 90045 / &errorString = 'Debe ingresar un código de sector',&errorString = 'Debe ingresar un código de sector'
BTV4Core3,C:\1 - MODELOS\V4\BTV4Core3\kb.data,BTERAACES,API de Programación - Errores de contabilidad en español,ProcedureSource,93,90046,El código de sector ingresado no existe,case &errorCode = 90046 / &errorString = 'El código de sector ingresado no existe',&errorString = 'El código de sector ingresado no existe'
BTV4Core3,C:\1 - MODELOS\V4\BTV4Core3\kb.data,BTERAACES,API de Programación - Errores de contabilidad en español,ProcedureSource,95,90047,Debe ingresar un tipo de institución financiera,case &errorCode = 90047 / &errorString = 'Debe ingresar un tipo de institución financiera',&errorString = 'Debe ingresar un tipo de institución financiera'
BTV4Core3,C:\1 - MODELOS\V4\BTV4Core3\kb.data,BTERAACES,API de Programación - Errores de contabilidad en español,ProcedureSource,97,90048,El tipo de institución financiera ingresado no existe,case &errorCode = 90048 / &errorString = 'El tipo de institución financiera ingresado no existe',&errorString = 'El tipo de institución financiera ingresado no existe'
BTV4Core3,C:\1 - MODELOS\V4\BTV4Core3\kb.data,BTERAACES,API de Programación - Errores de contabilidad en español,ProcedureSource,99,90049,Debe ingresar una fecha,case &errorCode = 90049 / &errorString = 'Debe ingresar una fecha',&errorString = 'Debe ingresar una fecha'
BTV4Core3,C:\1 - MODELOS\V4\BTV4Core3\kb.data,BTERAACES,API de Programación - Errores de contabilidad en español,ProcedureSource,101,90050,No existe el concepto ingresado,case &errorCode = 90050 / &errorString = 'No existe el concepto ingresado',&errorString = 'No existe el concepto ingresado'
BTV4Core3,C:\1 - MODELOS\V4\BTV4Core3\kb.data,BTERAACES,API de Programación - Errores de contabilidad en español,ProcedureSource,103,90051,Debe ingresar un concepto,case &errorCode = 90051 / &errorString = 'Debe ingresar un concepto',&errorString = 'Debe ingresar un concepto'
BTV4Core3,C:\1 - MODELOS\V4\BTV4Core3\kb.data,BTERAACES,API de Programación - Errores de contabilidad en español,ProcedureSource,105,90052,No es posible eliminar el módulo porque existen datos relacionados en el plan de cuentas,case &errorCode = 90052 / &errorString = 'No es posible eliminar el módulo porque existen datos relacionados en el plan de cuentas',&errorString = 'No es posible eliminar el módulo porque existen datos relacionados en el plan de cuentas'
BTV4Core3,C:\1 - MODELOS\V4\BTV4Core3\kb.data,BTERAACES,API de Programación - Errores de contabilidad en español,ProcedureSource,107,90053,El largo del código contable no corresponde al configurado,case &errorCode = 90053 / &errorString = 'El largo del código contable no corresponde al configurado',&errorString = 'El largo del código contable no corresponde al configurado'
BTV4Core3,C:\1 - MODELOS\V4\BTV4Core3\kb.data,BTERAACES,API de Programación - Errores de contabilidad en español,ProcedureSource,109,90054,No es posible eliminar el rubro porque existen datos relacionados en la tabla de saldos,case &errorCode = 90054 / &errorString = 'No es posible eliminar el rubro porque existen datos relacionados en la tabla de saldos',&errorString = 'No es posible eliminar el rubro porque existen datos relacionados en la tabla de saldos'
BTV4Core3,C:\1 - MODELOS\V4\BTV4Core3\kb.data,BTERAACES,API de Programación - Errores de contabilidad en español,ProcedureSource,111,90055,No es posible eliminar el rubro porque existen datos relacionados en el histórico de movimientos,case &errorCode = 90055 / &errorString = 'No es posible eliminar el rubro porque existen datos relacionados en el histórico de movimientos',&errorString = 'No es posible eliminar el rubro porque existen datos relacionados en el histórico de movimientos'
BTV4Core3,C:\1 - MODELOS\V4\BTV4Core3\kb.data,BTERAACES,API de Programación - Errores de contabilidad en español,ProcedureSource,113,90056,No es posible eliminar el rubro porque existen datos relacionados en los subordinales transaccionales,case &errorCode = 90056 / &errorString = 'No es posible eliminar el rubro porque existen datos relacionados en los subordinales transaccionales',&errorString = 'No es posible eliminar el rubro porque existen datos relacionados en los subordinales transaccionales'
BTV4Core3,C:\1 - MODELOS\V4\BTV4Core3\kb.data,BTERAACES,API de Programación - Errores de contabilidad en español,ProcedureSource,115,90057,No es posible eliminar el rubro porque existen datos relacionados en los datos de impuesto por monto,case &errorCode = 90057 / &errorString = 'No es posible eliminar el rubro porque existen datos relacionados en los datos de impuesto por monto',&errorString = 'No es posible eliminar el rubro porque existen datos relacionados en los datos de impuesto por monto'
BTV4Core3,C:\1 - MODELOS\V4\BTV4Core3\kb.data,BTERAACES,API de Programación - Errores de contabilidad en español,ProcedureSource,117,90058,No es posible eliminar el rubro porque existen datos relacionados en instrucciones,case &errorCode = 90058 / &errorString = 'No es posible eliminar el rubro porque existen datos relacionados en instrucciones',&errorString = 'No es posible eliminar el rubro porque existen datos relacionados en instrucciones'
BTV4Core3,C:\1 - MODELOS\V4\BTV4Core3\kb.data,BTERAACES,API de Programación - Errores de contabilidad en español,ProcedureSource,119,90059,No es posible eliminar el rubro porque existen datos relacionados en los datos de impuesto,case &errorCode = 90059 / &errorString = 'No es posible eliminar el rubro porque existen datos relacionados en los datos de impuesto',&errorString = 'No es posible eliminar el rubro porque existen datos relacionados en los datos de impuesto'
BTV4Core3,C:\1 - MODELOS\V4\BTV4Core3\kb.data,BTERAACES,API de Programación - Errores de contabilidad en español,ProcedureSource,121,90060,No es posible eliminar el rubro porque existen datos relacionados en empresa,case &errorCode = 90060 / &errorString = 'No es posible eliminar el rubro porque existen datos relacionados en empresa',&errorString = 'No es posible eliminar el rubro porque existen datos relacionados en empresa'
BTV4Core3,C:\1 - MODELOS\V4\BTV4Core3\kb.data,BTERAACES,API de Programación - Errores de contabilidad en español,ProcedureSource,123,90061,No es posible eliminar el rubro porque existen datos relacionados en rubros especiales,case &errorCode = 90061 / &errorString = 'No es posible eliminar el rubro porque existen datos relacionados en rubros especiales',&errorString = 'No es posible eliminar el rubro porque existen datos relacionados en rubros especiales'
BTV4Core3,C:\1 - MODELOS\V4\BTV4Core3\kb.data,BTERAACES,API de Programación - Errores de contabilidad en español,ProcedureSource,125,90062,No es posible eliminar el rubro porque existen datos relacionados en relaciones de rubros,case &errorCode = 90062 / &errorString = 'No es posible eliminar el rubro porque existen datos relacionados en relaciones de rubros',&errorString = 'No es posible eliminar el rubro porque existen datos relacionados en relaciones de rubros'
BTV4Core3,C:\1 - MODELOS\V4\BTV4Core3\kb.data,BTERAACES,API de Programación - Errores de contabilidad en español,ProcedureSource,127,90063,No es posible eliminar el rubro porque existen datos relacionados en parametrización de arbol,case &errorCode = 90063 / &errorString = 'No es posible eliminar el rubro porque existen datos relacionados en parametrización de arbol',&errorString = 'No es posible eliminar el rubro porque existen datos relacionados en parametrización de arbol'
BTV4Core3,C:\1 - MODELOS\V4\BTV4Core3\kb.data,BTERAACES,API de Programación - Errores de contabilidad en español,ProcedureSource,129,90064,No es posible eliminar el rubro porque existen datos relacionados en primer módulo,case &errorCode = 90064 / &errorString = 'No es posible eliminar el rubro porque existen datos relacionados en primer módulo',&errorString = 'No es posible eliminar el rubro porque existen datos relacionados en primer módulo'
BTV4Core3,C:\1 - MODELOS\V4\BTV4Core3\kb.data,BTERAACES,API de Programación - Errores de contabilidad en español,ProcedureSource,131,90065,No es posible eliminar el rubro porque existen datos relacionados con saldos diarios,case &errorCode = 90065 / &errorString = 'No es posible eliminar el rubro porque existen datos relacionados con saldos diarios',&errorString = 'No es posible eliminar el rubro porque existen datos relacionados con saldos diarios'
BTV4Core3,C:\1 - MODELOS\V4\BTV4Core3\kb.data,BTERAACES,API de Programación - Errores de contabilidad en español,ProcedureSource,133,90066,No es posible eliminar el rubro porque existen datos relacionados con plazas,case &errorCode = 90066 / &errorString = 'No es posible eliminar el rubro porque existen datos relacionados con plazas',&errorString = 'No es posible eliminar el rubro porque existen datos relacionados con plazas'
BTV4Core3,C:\1 - MODELOS\V4\BTV4Core3\kb.data,BTERAACES,API de Programación - Errores de contabilidad en español,ProcedureSource,135,90067,Ya existe el nuevo código contable,case &errorCode = 90067 / &errorString = 'Ya existe el nuevo código contable',&errorString = 'Ya existe el nuevo código contable'
BTV4Core3,C:\1 - MODELOS\V4\BTV4Core3\kb.data,BTERAACES,API de Programación - Errores de contabilidad en español,ProcedureSource,137,90068,No es posible eliminar el rubro porque existen datos relacionados en el plan de cuentas,case &errorCode = 90068 / &errorString = 'No es posible eliminar el rubro porque existen datos relacionados en el plan de cuentas',&errorString = 'No es posible eliminar el rubro porque existen datos relacionados en el plan de cuentas'
BTV4Core3,C:\1 - MODELOS\V4\BTV4Core3\kb.data,BTERAACES,API de Programación - Errores de contabilidad en español,ProcedureSource,139,90069,No es posible eliminar el rubro porque existen datos relacionados en los subordinales,case &errorCode = 90069 / &errorString = 'No es posible eliminar el rubro porque existen datos relacionados en los subordinales',&errorString = 'No es posible eliminar el rubro porque existen datos relacionados en los subordinales'
BTV4Core3,C:\1 - MODELOS\V4\BTV4Core3\kb.data,BTERAACES,API de Programación - Errores de contabilidad en español,ProcedureSource,141,90070,Debe ingresar una cantidad de dias hasta válidos,case &errorCode = 90070 / &errorString = 'Debe ingresar una cantidad de dias hasta válidos',&errorString = 'Debe ingresar una cantidad de dias hasta válidos'
BTV4Core3,C:\1 - MODELOS\V4\BTV4Core3\kb.data,BTERAACES,API de Programación - Errores de contabilidad en español,ProcedureSource,143,90071,Debe ingresar un código válido comprendido entre 1 y 99999,case &errorCode = 90071 / &errorString = 'Debe ingresar un código válido comprendido entre 1 y 99999',&errorString = 'Debe ingresar un código válido comprendido entre 1 y 99999'
BTV4Core3,C:\1 - MODELOS\V4\BTV4Core3\kb.data,BTERAACES,API de Programación - Errores de contabilidad en español,ProcedureSource,145,90072,No existe la relación para el código contable,case &errorCode = 90072 / &errorString = 'No existe la relación para el código contable',&errorString = 'No existe la relación para el código contable'
BTV4Core3,C:\1 - MODELOS\V4\BTV4Core3\kb.data,BTERAACES,API de Programación - Errores de contabilidad en español,ProcedureSource,147,90073,No existe el módulo que se desea borrar,case &errorCode = 90073 / &errorString = 'No existe el módulo que se desea borrar',&errorString = 'No existe el módulo que se desea borrar'
BTV4Core3,C:\1 - MODELOS\V4\BTV4Core3\kb.data,BTERAACES,API de Programación - Errores de contabilidad en español,ProcedureSource,149,90074,Ya existe el código de módulo que se desea ingresar,case &errorCode = 90074 / &errorString = 'Ya existe el código de módulo que se desea ingresar',&errorString = 'Ya existe el código de módulo que se desea ingresar'
BTV4Core3,C:\1 - MODELOS\V4\BTV4Core3\kb.data,BTERAACES,API de Programación - Errores de contabilidad en español,ProcedureSource,151,90075,No existe el tipo de rubro ingresado,case &errorCode = 90075 / &errorString = 'No existe el tipo de rubro ingresado',&errorString = 'No existe el tipo de rubro ingresado'
BTV4Core3,C:\1 - MODELOS\V4\BTV4Core3\kb.data,BTERAACES,API de Programación - Errores de contabilidad en español,ProcedureSource,153,90076,No existe el titulo ingresado,case &errorCode = 90076 / &errorString = 'No existe el titulo ingresado',&errorString = 'No existe el titulo ingresado'
BTV4Core3,C:\1 - MODELOS\V4\BTV4Core3\kb.data,BTERAACES,API de Programación - Errores de contabilidad en español,ProcedureSource,155,90077,No existe el código de relación que se desea ingresar,case &errorCode = 90077 / &errorString = 'No existe el código de relación que se desea ingresar',&errorString = 'No existe el código de relación que se desea ingresar'
BTV4Core3,C:\1 - MODELOS\V4\BTV4Core3\kb.data,BTERAACES,API de Programación - Errores de contabilidad en español,ProcedureSource,157,90078,No existe el módulo que se desea ingresar,case &errorCode = 90078 / &errorString = 'No existe el módulo que se desea ingresar',&errorString = 'No existe el módulo que se desea ingresar'
BTV4Core3,C:\1 - MODELOS\V4\BTV4Core3\kb.data,BTERAACES,API de Programación - Errores de contabilidad en español,ProcedureSource,159,90079,El campo Tratamiento Especial no coincide con lo parametrizado en el módulo,case &errorCode = 90079 / &errorString = 'El campo Tratamiento Especial no coincide con lo parametrizado en el módulo',&errorString = 'El campo Tratamiento Especial no coincide con lo parametrizado en el módulo'
BTV4Core3,C:\1 - MODELOS\V4\BTV4Core3\kb.data,BTERAACES,API de Programación - Errores de contabilidad en español,ProcedureSource,161,90080,El campo Es Acreedor no coincide con lo parametrizado en el módulo,case &errorCode = 90080 / &errorString = 'El campo Es Acreedor no coincide con lo parametrizado en el módulo',&errorString = 'El campo Es Acreedor no coincide con lo parametrizado en el módulo'
BTV4Core3,C:\1 - MODELOS\V4\BTV4Core3\kb.data,BTERAACES,API de Programación - Errores de contabilidad en español,ProcedureSource,163,90081,El campo Analiza Término no coincide con lo parametrizado en el módulo,case &errorCode = 90081 / &errorString = 'El campo Analiza Término no coincide con lo parametrizado en el módulo',&errorString = 'El campo Analiza Término no coincide con lo parametrizado en el módulo'
BTV4Core3,C:\1 - MODELOS\V4\BTV4Core3\kb.data,BTERAACES,API de Programación - Errores de contabilidad en español,ProcedureSource,165,90082,El campo Analiza Residencia no coincide con lo parametrizado en el módulo,case &errorCode = 90082 / &errorString = 'El campo Analiza Residencia no coincide con lo parametrizado en el módulo',&errorString = 'El campo Analiza Residencia no coincide con lo parametrizado en el módulo'
BTV4Core3,C:\1 - MODELOS\V4\BTV4Core3\kb.data,BTERAACES,API de Programación - Errores de contabilidad en español,ProcedureSource,167,90083,El campo Analiza Moneda no coincide con lo parametrizado en el módulo,case &errorCode = 90083 / &errorString = 'El campo Analiza Moneda no coincide con lo parametrizado en el módulo',&errorString = 'El campo Analiza Moneda no coincide con lo parametrizado en el módulo'
BTV4Core3,C:\1 - MODELOS\V4\BTV4Core3\kb.data,BTERAACES,API de Programación - Errores de contabilidad en español,ProcedureSource,169,90084,El campo Moneda Nacional no coincide con lo parametrizado en el módulo,case &errorCode = 90084 / &errorString = 'El campo Moneda Nacional no coincide con lo parametrizado en el módulo',&errorString = 'El campo Moneda Nacional no coincide con lo parametrizado en el módulo'
BTV4Core3,C:\1 - MODELOS\V4\BTV4Core3\kb.data,BTERAACES,API de Programación - Errores de contabilidad en español,ProcedureSource,171,90085,El campo Moneda Extranjera no coincide con lo parametrizado en el módulo,case &errorCode = 90085 / &errorString = 'El campo Moneda Extranjera no coincide con lo parametrizado en el módulo',&errorString = 'El campo Moneda Extranjera no coincide con lo parametrizado en el módulo'
